RecordNo,Time,ElapsedHrs,Feed Solid Flow,Feed BPL,Feed P80,Feed Solid Fraction,Cyclone Feed Solid Flow,Cyclone Feed BPL,Cyclone Feed P80,Cyclone Feed Solid Fraction,Cyclone Underflow Solid Flow,Cyclone Underflow BPL,Cyclone Underflow P80,Cyclone Underflow Solid Fraction,Ball Mill Discharge Solid Flow,Ball Mill Discharge BPL,Ball Mill Discharge P80,Ball Mill Discharge Solid Fraction,Output Slurry Solid Flow,Output Slurry BPL,Output Slurry P80,Output Slurry Solid Fraction,Process Water Solid Flow,Process Water Solid Fraction
383,23:46:00.000,95.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
384,00:00:00.000,96.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
385,00:16:00.000,96.267,568.31,68.249,442.78,54.789,1233.5,66.12,259.19,40.945,665.18,64.3,395.63,68,665.18,64.3,135.35,68,568.2,68.247,141.39,27.933,0,0
386,00:30:00.000,96.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.37,64.304,395.6,68,665.37,64.304,135.35,68,568.32,68.249,141.39,27.936,0,0
387,00:46:00.000,96.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.37,64.304,395.6,68,665.37,64.304,135.35,68,568.32,68.249,141.39,27.936,0,0
388,01:00:00.000,97.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
389,01:16:00.000,97.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
390,01:30:00.000,97.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
391,01:46:00.000,97.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
392,02:00:00.000,98.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
393,02:16:00.000,98.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
394,02:30:00.000,98.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
395,02:46:00.000,98.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
396,03:00:00.000,99.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
397,03:16:00.000,99.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
398,03:30:00.000,99.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
399,03:46:00.000,99.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
400,04:00:00.000,100.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
401,04:16:00.000,100.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
402,04:30:00.000,100.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
403,04:46:00.000,100.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
404,05:00:00.000,101.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
405,05:16:00.000,101.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
406,05:30:00.000,101.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
407,05:46:00.000,101.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
408,06:00:00.000,102.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
409,06:16:00.000,102.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
410,06:30:00.000,102.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
411,06:46:00.000,102.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
412,07:00:00.000,103.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
413,07:16:00.000,103.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
414,07:30:00.000,103.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
415,07:46:00.000,103.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
416,08:00:00.000,104.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
417,08:16:00.000,104.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
418,08:30:00.000,104.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
419,08:46:00.000,104.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
420,09:00:00.000,105.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
421,09:16:00.000,105.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
422,09:30:00.000,105.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
423,09:46:00.000,105.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
424,10:00:00.000,106.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
425,10:16:00.000,106.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
426,10:30:00.000,106.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
427,10:46:00.000,106.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
428,11:00:00.000,107.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
429,11:16:00.000,107.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
430,11:30:00.000,107.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
431,11:46:00.000,107.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
432,12:00:00.000,108.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
433,12:16:00.000,108.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
434,12:30:00.000,108.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
435,12:46:00.000,108.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
436,13:00:00.000,109.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
437,13:16:00.000,109.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
438,13:30:00.000,109.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
439,13:46:00.000,109.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
440,14:00:00.000,110.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
441,14:16:00.000,110.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
442,14:30:00.000,110.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
443,14:46:00.000,110.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
444,15:00:00.000,111.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
445,15:16:00.000,111.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
446,15:30:00.000,111.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
447,15:46:00.000,111.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
448,16:00:00.000,112.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
449,16:16:00.000,112.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
450,16:30:00.000,112.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
451,16:46:00.000,112.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
452,17:00:00.000,113.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
453,17:16:00.000,113.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
454,17:30:00.000,113.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
455,17:46:00.000,113.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
456,18:00:00.000,114.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
457,18:16:00.000,114.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
458,18:30:00.000,114.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
459,18:46:00.000,114.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
460,19:00:00.000,115.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
461,19:16:00.000,115.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
462,19:30:00.000,115.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
463,19:46:00.000,115.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
464,20:00:00.000,116.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
465,20:16:00.000,116.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
466,20:30:00.000,116.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
467,20:46:00.000,116.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
468,21:00:00.000,117.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
469,21:16:00.000,117.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
470,21:30:00.000,117.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
471,21:46:00.000,117.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
472,22:00:00.000,118.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
473,22:16:00.000,118.267,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
474,22:30:00.000,118.500,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
475,22:46:00.000,118.767,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
476,23:00:00.000,119.000,568.31,68.249,442.78,54.789,1233.7,66.121,259.15,40.948,665.36,64.304,395.6,68,665.36,64.304,135.35,68,568.31,68.249,141.39,27.936,0,0
477,23:16:00.000,119.267,544.16,69.865,374.75,54.779,1146.6,70.115,227.45,40,602.41,70.34,344.73,68,602.41,70.34,136.78,68,544.02,69.865,147.09,27.472,0,0
478,23:30:00.000,119.500,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.61,70.34,344.69,68,602.61,70.34,136.79,68,544.16,69.865,147.09,27.472,0,0
479,23:46:00.000,119.767,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.17,69.865,147.09,27.473,0,0
480,00:00:00.000,120.000,544.16,69.865,374.75,54.779,1146.8,70.114,227.43,40,602.62,70.34,344.7,68,602.62,70.34,136.79,68,544.16,69.865,147.09,27.473,0,0
